u_in,u_hat, u_tilde,Absolute Time
0.580043,0.571352,0.008691,3571913569.810865
0.580043,0.571373,0.008670,3571913569.820865
0.580043,0.571393,0.008650,3571913569.830866
0.580043,0.571414,0.008629,3571913569.840865
0.580043,0.571435,0.008608,3571913569.850866
0.580043,0.571455,0.008588,3571913569.860867
0.580043,0.571476,0.008567,3571913569.870867
0.580043,0.571496,0.008547,3571913569.880863
0.580043,0.571517,0.008526,3571913569.890868
0.580043,0.941874,-0.361831,3571913569.900868
0.580043,0.569960,0.010083,3571913569.910866
0.580043,0.569984,0.010059,3571913569.920867
0.580043,0.570008,0.010035,3571913569.930869
0.580043,0.570032,0.010011,3571913569.940868
0.580043,0.570055,0.009987,3571913569.950869
0.580043,0.570079,0.009964,3571913569.960870
0.580043,0.570103,0.009940,3571913569.970870
0.580043,0.570127,0.009916,3571913569.980865
0.580043,0.570150,0.009893,3571913569.990870
0.580043,0.570174,0.009869,3571913570.000871
0.580043,0.570197,0.009846,3571913570.010870
0.580043,0.570221,0.009822,3571913570.020871
0.580043,0.570244,0.009799,3571913570.030871
0.580043,0.570268,0.009775,3571913570.040872
0.580043,0.570291,0.009752,3571913570.050872
0.580043,0.570314,0.009729,3571913570.060873
0.580043,0.570337,0.009706,3571913570.070873
0.580043,0.570360,0.009682,3571913570.080869
0.580043,0.570384,0.009659,3571913570.090873
0.580043,0.906832,-0.326789,3571913570.100873
0.580043,0.569038,0.011005,3571913570.110874
0.580043,0.569064,0.010979,3571913570.120874
0.580043,0.569090,0.010953,3571913570.130875
0.580043,0.569116,0.010927,3571913570.140874
0.580043,0.569142,0.010901,3571913570.150875
0.580043,0.569168,0.010875,3571913570.160875
0.580043,0.569194,0.010849,3571913570.170875
0.580043,0.569220,0.010823,3571913570.180872
0.580043,0.569245,0.010798,3571913570.190876
0.580043,0.569271,0.010772,3571913570.200876
0.580043,0.569297,0.010746,3571913570.210875
0.580043,0.569322,0.010721,3571913570.220877
0.580043,0.569348,0.010695,3571913570.230877
0.580043,0.569373,0.010670,3571913570.240878
0.580043,0.569399,0.010644,3571913570.250878
0.580043,0.569424,0.010619,3571913570.260878
0.580043,0.569449,0.010594,3571913570.270878
0.580043,0.569474,0.010568,3571913570.280875
0.580043,0.569500,0.010543,3571913570.290879
0.580043,0.294959,0.285084,3571913570.300880
0.580043,0.569955,0.010088,3571913570.310879
0.580043,0.569979,0.010064,3571913570.320879
0.580043,0.570003,0.010040,3571913570.330880
0.580043,0.570027,0.010016,3571913570.340880
0.580043,0.570051,0.009992,3571913570.350881
0.580043,0.570075,0.009968,3571913570.360880
0.580043,0.570098,0.009944,3571913570.370881
0.580043,0.570122,0.009921,3571913570.380878
0.580043,0.570146,0.009897,3571913570.390882
0.580043,0.570169,0.009874,3571913570.400882
0.580043,0.570193,0.009850,3571913570.410882
